Column 1,Column 2
Ewhurst and Sedlescombe,E05003973
Kewhurst,E05003974
Marsham,E05003975
Old Town,E05003976
Rother Levels,E05003977
Rye,E05003978
Sackville,E05003979
St. Marks,E05003980
St. Michaels,E05003981
St. Stephens,E05003982
Salehurst,E05003983
Sidley,E05003984
Ticehurst and Etchingham,E05003985
Alfriston,E05003986
Buxted and Maresfield,E05003987
Chiddingly and East Hoathly,E05003988
Cross in Hand/Five Ashes,E05003989
Crowborough East,E05003990
Crowborough Jarvis Brook,E05003991
Crowborough North,E05003992
Crowborough St. Johns,E05003993
Crowborough West,E05003994
Danehill/Fletching/Nutley,E05003995
East Dean,E05003996
Forest Row,E05003997
Framfield,E05003998
Frant/Withyham,E05003999
Hailsham Central and North,E05004000
Hailsham East,E05004001
Hailsham South and West,E05004002
Hartfield,E05004003
Heathfield East,E05004004
Heathfield North and Central,E05004005
Hellingly,E05004006
Herstmonceux,E05004007
Horam,E05004008
Mayfield,E05004009
Ninfield and Hooe with Wartling,E05004010
Pevensey and Westham,E05004011
Polegate North,E05004012
Polegate South,E05004013
Rotherfield,E05004014
Uckfield Central,E05004015
Uckfield New Town,E05004016
Uckfield North,E05004017
Uckfield Ridgewood,E05004018
Wadhurst,E05004019
Willingdon,E05004020
Billericay East,E05004021
Billericay West,E05004022
Burstead,E05004023
Crouch,E05004024
Fryerns,E05004025
Laindon Park,E05004026
Langdon Hills,E05004027
Lee Chapel North,E05004028
Nethermayne,E05004029
Pitsea North West,E05004030
Pitsea South East,E05004031
St. Martin's,E05004032
Vange,E05004033
Wickford Castledon,E05004034
Wickford North,E05004035
Wickford Park,E05004036
Black Notley and Terling,E05004037
Bocking Blackwater,E05004038
Bocking North,E05004039
Bocking South,E05004040
"Bradwell, Silver End and Rivenhall Ward",E05004041
Braintree Central,E05004042
Braintree East,E05004043
Braintree South,E05004044
Bumpstead,E05004045
Coggeshall and North Feering,E05004046
Cressing and Stisted,E05004047
Gosfield and Greenstead Green,E05004048
Great Notley and Braintree West,E05004049
Halstead St. Andrew's,E05004050
Halstead Trinity,E05004051
Hatfield Peverel,E05004052
Hedingham and Maplestead,E05004053
Kelvedon,E05004054
Panfield,E05004055
Rayne,E05004056
Stour Valley North,E05004057
Stour Valley South,E05004058
The Three Colnes,E05004059
Three Fields,E05004060
Upper Colne,E05004061
Witham Chipping Hill and Central,E05004062
Witham North,E05004063
Witham South,E05004064
Witham West,E05004065
Yeldham,E05004066
Brentwood North,E05004067
Brentwood South,E05004068
Brentwood West,E05004069
Brizes and Doddinghurst,E05004070
"Herongate, Ingrave and West Horndon Ward",E05004071
Hutton Central,E05004072
Hutton East,E05004073
Hutton North,E05004074
Hutton South,E05004075
"Ingatestone, Fryerning and Mountnessing Ward",E05004076
Pilgrims Hatch,E05004077
Shenfield,E05004078
South Weald,E05004079
Tipps Cross,E05004080
Warley,E05004081
Appleton,E05004082
Boyce,E05004083
Canvey Island Central,E05004084
Canvey Island East,E05004085
Canvey Island North,E05004086
Canvey Island South,E05004087
Canvey Island West,E05004088
Canvey Island Winter Gardens,E05004089
Cedar Hall,E05004090
St. George's,E05004091
St. James,E05004092
St. Mary's,E05004093
St. Peter's,E05004094
Victoria,E05004095
Bicknacre and East and West Hanningfield,E05004096
Boreham and The Leighs,E05004097
Broomfield and The Walthams,E05004098
Chelmer Village and Beaulieu Park,E05004099
Chelmsford Rural West,E05004100
Galleywood,E05004101
Goat Hall,E05004102
Great Baddow East,E05004103
Great Baddow West,E05004104
"Little Baddow, Danbury and Sandon Ward",E05004105
Marconi,E05004106
Moulsham and Central,E05004107
Moulsham Lodge,E05004108
Patching Hall,E05004109
Rettendon and Runwell,E05004110
St. Andrews,E05004111
"South Hanningfield, Stock and Margaretting Ward",E05004112
South Woodham-Chetwood and Collingwood,E05004113
South Woodham-Elmwood and Woodville,E05004114
Springfield North,E05004115
The Lawns,E05004116
Trinity,E05004117
Waterhouse Farm,E05004118
Writtle,E05004119
Berechurch,E05004120
Birch and Winstree,E05004121
Castle,E05004122
Christ Church,E05004123
Copford and West Stanway,E05004124
Dedham and Langham,E05004125
East Donyland,E05004126
Fordham and Stour,E05004127
Great Tey,E05004128
Harbour,E05004129
Highwoods,E05004130
Lexden,E05004131
Marks Tey Ward (DET),E05004132
Marks Tey,E05004132
Mile End,E05004133
New Town,E05004134
Prettygate,E05004135
Pyefleet,E05004136
St. Andrew's,E05004137
St. Anne's,E05004138
St. John's,E05004139
Shrub End,E05004140
Stanway,E05004141
Tiptree,E05004142
West Bergholt and Eight Ash Green,E05004143
West Mersea,E05004144
Wivenhoe Cross,E05004145
Wivenhoe Quay,E05004146
"Broadley Common, Epping Upland and Nazeing Ward",E05004147
Buckhurst Hill East,E05004148
Buckhurst Hill West,E05004149
Chigwell Row,E05004150
Chigwell Village,E05004151
"Chipping Ongar, Greensted and Marden Ash Ward",E05004152
Epping Hemnall,E05004153
Epping Lindsey and Thornwood Common,E05004154
Grange Hill,E05004155
"High Ongar, Willingale and The Rodings Ward",E05004157
Lambourne,E05004158
Loughton Alderton,E05004159
Loughton Broadway,E05004160
Loughton Fairmead,E05004161
Loughton Forest,E05004162
Loughton Roding,E05004163
Loughton St. John's,E05004164
Loughton St. Mary's,E05004165
Lower Nazeing,E05004166
Lower Sheering,E05004167
North Weald Bassett,E05004169
Passingford,E05004170
Roydon,E05004171
Shelley,E05004172
Theydon Bois,E05004173
Waltham Abbey High Beach,E05004174
Waltham Abbey Honey Lane,E05004175
Waltham Abbey North East,E05004176
Waltham Abbey Paternoster,E05004177
Waltham Abbey South West,E05004178
Bush Fair,E05004179
Church Langley,E05004180
Great Parndon,E05004181
Harlow Common,E05004182
Little Parndon and Hare Street,E05004183
Mark Hall,E05004184
Netteswell,E05004185
Old Harlow,E05004186
Staple Tye,E05004187
Sumners and Kingsmoor,E05004188
Toddbrook,E05004189
Althorne,E05004190
Burnham-on-Crouch North,E05004191
Burnham-on-Crouch South,E05004192
Great Totham,E05004193
Heybridge East,E05004194
Heybridge West,E05004195
Maldon East,E05004196
Maldon North,E05004197
Maldon South,E05004198
Maldon West,E05004199
Mayland,E05004200
Purleigh,E05004201
Southminster,E05004202
Tillingham,E05004203
Tollesbury,E05004204
Tolleshunt D'arcy,E05004205
Wickham Bishops and Woodham,E05004206
Ashingdon and Canewdon,E05004207
Barling and Sutton,E05004208
Downhall and Rawreth,E05004209
Foulness and Great Wakering,E05004210
Grange,E05004211
Hawkwell North,E05004212
Hawkwell South,E05004213
Hawkwell West,E05004214
Hockley Central,E05004215
Hockley North,E05004216
Hockley West,E05004217
Hullbridge,E05004218
Lodge,E05004219
Rayleigh Central,E05004220
Rochford,E05004221
Sweyne Park,E05004222
Trinity,E05004223
Wheatley,E05004224
Whitehouse,E05004225
Alresford,E05004226
Alton Park,E05004227
Ardleigh and Little Bromley,E05004228
Beaumont and Thorpe,E05004229
Bockings Elm,E05004230
"Bradfield, Wrabness and Wix Ward",E05004231
Brightlingsea,E05004232
Burrsville,E05004233
Frinton,E05004234
Golf Green,E05004235
Great and Little Oakley,E05004236
Great Bentley,E05004237
Hamford,E05004238
Harwich East,E05004239
Harwich East Central,E05004240
Harwich West,E05004241
Harwich West Central,E05004242
Haven,E05004243
Holland and Kirby,E05004244
Homelands,E05004245
Lawford,E05004246
Little Clacton and Weeley,E05004247
"Manningtree, Mistley, Little Bentley and Tendring Ward",E05004248
Peter Bruff,E05004249
Pier,E05004250
Ramsey and Parkeston,E05004251
Rush Green,E05004252
St. Bartholomews,E05004253
St. James,E05004254
St. Johns,E05004255
St. Marys,E05004256
St. Osyth and Point Clear,E05004257
St. Pauls,E05004258
"Thorrington, Frating, Elmstead and Great Bromley Ward",E05004259
Walton,E05004260
Ashdon,E05004261
Barnston and High Easter,E05004262
Clavering,E05004265
Elsenham and Henham,E05004266
Felsted,E05004267
Great Dunmow North,E05004268
Great Dunmow South,E05004269
Hatfield Heath,E05004270
Littlebury,E05004271
Newport,E05004272
Saffron Walden Audley,E05004273
Saffron Walden Shire,E05004275
Stansted North,E05004276
Stebbing,E05004278
Stort Valley,E05004279
Thaxted,E05004281
The Eastons,E05004283
The Rodings,E05004284
The Sampfords,E05004285
Wenden Lofts,E05004286
Wimbish and Debden,E05004287
All Saints,E05004288
Battledown,E05004289
Benhall and the Reddings,E05004290
Charlton Kings,E05004291
Charlton Park,E05004292
College,E05004293
Hesters Way,E05004294
Lansdown,E05004295
Leckhampton,E05004296
Oakley,E05004297
Park,E05004298
Pittville,E05004299
Prestbury,E05004300
St. Mark's,E05004301
St. Paul's,E05004302
St. Peter's,E05004303
Springbank,E05004304
Swindon Village,E05004305
Up Hatherley,E05004306
Warden Hill,E05004307
Ampney-Coln,E05004308
Avening,E05004309
Beacon-Stow,E05004310
Blockley,E05004311
Bourton-on-the-Water,E05004312
Campden-Vale,E05004313
Chedworth,E05004314
Churn Valley,E05004315
Cirencester Beeches,E05004316
Cirencester Chesterton,E05004317
Cirencester Park,E05004318
Cirencester Stratton-Whiteway,E05004319
Cirencester Watermoor,E05004320
Ermin,E05004321
Fairford,E05004322
Fosseridge,E05004323
Grumbolds Ash,E05004324
Hampton,E05004325
Kempsford-Lechlade,E05004326
Moreton-in-Marsh,E05004327
Northleach,E05004328
Rissingtons,E05004329
Riversmeet,E05004330
Sandywell,E05004331
Tetbury,E05004332
Thames Head,E05004333
Three Rivers,E05004334
Water Park,E05004335
"Alvington, Aylburton and West Lydney Ward",E05004336
Awre,E05004337
Berry Hill,E05004338
Blaisdon and Longhope,E05004339
Bream,E05004340
Bromesberrow and Dymock,E05004341
Christchurch and English Bicknor,E05004342
Churcham and Huntley,E05004343
Cinderford East,E05004344
Cinderford West,E05004345
Coleford Central,E05004346
Coleford East,E05004347
Hartpury,E05004348
Hewelsfield and Woolaston,E05004349
Littledean and Ruspidge,E05004350
Lydbrook and Ruardean,E05004351
Lydney East,E05004352
Lydney North,E05004353
Mitcheldean and Drybrook,E05004354
Newent Central,E05004355
Newland and St. Briavels,E05004356
Newnham and Westbury,E05004357
Oxenhall and Newent North East,E05004358
Pillowell,E05004359
Redmarley,E05004360
Tibberton,E05004361
Tidenham,E05004362
Abbey,E05004363
Barnwood,E05004364
Barton and Tredworth,E05004365
Elmbridge,E05004366
Grange,E05004367
Hucclecote,E05004368
Kingsholm and Wotton,E05004369
Longlevens,E05004370
Matson and Robinswood,E05004371
Moreland,E05004372
Podsmead,E05004373
Quedgeley Fieldcourt,E05004374
Quedgeley Severn Vale,E05004375
Tuffley,E05004376
Westgate,E05004377
Amberley and Woodchester,E05004378
Berkeley,E05004379
Bisley,E05004380
Cainscross,E05004381
Cam East,E05004382
Cam West,E05004383
Central,E05004384
Chalford,E05004385
Coaley and Uley,E05004386
Dursley,E05004387
Eastington and Standish,E05004388
Farmhill and Paganhill,E05004389
Hardwicke,E05004390
Kingswood,E05004391
Minchinhampton,E05004392
Nailsworth,E05004393
"Randwick, Whiteshill and Ruscombe Ward",E05004394
Painswick,E05004395
Rodborough,E05004396
Severn,E05004397
Slade,E05004398
Stonehouse,E05004399
The Stanleys,E05004400
Thrupp,E05004401
Trinity,E05004402
Uplands,E05004403
Upton St. Leonards,E05004404
Vale,E05004405
Valley,E05004406
Wotton-under-Edge,E05004407
Ashchurch with Walton Cardiff,E05004408
Churchdown St. John's,E05004412
Cleeve West,E05004416
Highnam with Haw Bridge,E05004418
Innsworth with Down Hatherley,E05004420
Northway,E05004422
Tewkesbury Newtown,E05004425
Tewkesbury Town with Mitton,E05004427
Twyning,E05004428
Basing,E05004430
Baughurst and Tadley North,E05004431
Brighton Hill North,E05004432
Brighton Hill South,E05004433
Brookvale and Kings Furlong,E05004434
Buckskin,E05004435
"Burghclere, Highclere and St. Mary Bourne Ward",E05004436
Bramley and Sherfield,E05004437
Chineham,E05004438
East Woodhay,E05004439
Eastrop,E05004440
Grove,E05004441
Hatch Warren and Beggarwood,E05004442
Kempshott,E05004443
Kingsclere,E05004444
Norden,E05004445
Oakley and North Waltham,E05004446
"Overton, Laverstoke and Steventon Ward",E05004447
Pamber and Silchester,E05004448
Popley East,E05004449
Popley West,E05004450
Rooksdown,E05004451
Sherborne St. John,E05004452
South Ham,E05004453
Tadley Central,E05004454
Tadley South,E05004455
Upton Grey and The Candovers,E05004456
Whitchurch,E05004457
Winklebury,E05004458
Alton Amery,E05004459
Alton Ashdell,E05004460
Alton Eastbrooke,E05004461
Alton Westbrooke,E05004462
Alton Whitedown,E05004463
Alton Wooteys,E05004464
Binsted and Bentley,E05004465
Bramshott and Liphook,E05004466
Clanfield and Finchdean,E05004467
Downland,E05004468
East Meon,E05004469
Four Marks and Medstead,E05004470
Froxfield and Steep,E05004471
Grayshott,E05004472
Headley,E05004473
Holybourne and Froyle,E05004474
Horndean Catherington and Lovedean,E05004475
Horndean Downs,E05004476
Horndean Hazleton and Blendworth,E05004477
Horndean Kings,E05004478
Horndean Murray,E05004479
Lindford,E05004480
Liss,E05004481
Petersfield Bell Hill,E05004482
Petersfield Causeway,E05004483
Petersfield Heath,E05004484
Petersfield Rother,E05004485
Petersfield St. Marys,E05004486
Petersfield St. Peters,E05004487
Ropley and Tisted,E05004488
Rowlands Castle,E05004489
Selborne,E05004490
The Hangers and Forest,E05004491
Whitehill Chase,E05004492
Whitehill Deadwater,E05004493
Whitehill Hogmoor,E05004494
Whitehill Pinewood,E05004495
Whitehill Walldown,E05004496
Bishopstoke East,E05004497
Bishopstoke West,E05004498
Botley,E05004499
Bursledon and Old Netley,E05004500
Chandler's Ford East,E05004501
Chandler's Ford West,E05004502
Eastleigh Central,E05004503
Eastleigh North,E05004504
Eastleigh South,E05004505
Fair Oak and Horton Heath,E05004506
Hamble-le-Rice and Butlocks Heath,E05004507
Hedge End Grange Park,E05004508
Hedge End St. John's,E05004509
Hedge End Wildern,E05004510
Hiltingbury East,E05004511
Hiltingbury West,E05004512
Netley Abbey,E05004513
West End North,E05004514
West End South,E05004515
Fareham East,E05004516
Fareham North,E05004517
Fareham North-West,E05004518
Fareham South,E05004519
Fareham West,E05004520
Hill Head,E05004521
Locks Heath,E05004522
Park Gate,E05004523
Portchester East,E05004524
Portchester West,E05004525
Sarisbury,E05004526
Stubbington,E05004527
Titchfield,E05004528
Titchfield Common,E05004529
Warsash,E05004530
Alverstoke,E05004531
Anglesey,E05004532
Bridgemary North,E05004533
Bridgemary South,E05004534
Brockhurst,E05004535
Christchurch,E05004536
Elson,E05004537
Forton,E05004538
Grange,E05004539
Hardway,E05004540
Lee East,E05004541
Lee West,E05004542
Leesland,E05004543
Peel Common,E05004544
Privett,E05004545
Rowner and Holbrook,E05004546
Town,E05004547
Blackwater and Hawley,E05004548
Church Crookham East,E05004549
Church Crookham West,E05004550
Crondall,E05004551
Eversley,E05004552
Fleet Central,E05004553
Fleet Courtmoor,E05004554
Fleet North,E05004555
Fleet Pondtail,E05004556
Fleet West,E05004557
Frogmore and Darby Green,E05004558
Hartley Wintney,E05004559
Hook,E05004560
Long Sutton,E05004561
Odiham,E05004562
Yateley East,E05004563
Yateley North,E05004564
Yateley West,E05004565
Barncroft,E05004566
Battins,E05004567
Bedhampton,E05004568
Bondfields,E05004569
Cowplain,E05004570
Emsworth,E05004571
Hart Plain,E05004572
Hayling East,E05004573
Hayling West,E05004574
Purbrook,E05004575
St. Faith's,E05004576
Stakes,E05004577
Warren Park,E05004578
Waterloo,E05004579
"Ashurst, Copythorne South and Netley Marsh Ward",E05004580
Barton,E05004581
Bashley,E05004582
Becton,E05004583
Boldre and Sway,E05004584
"Bramshaw, Copythorne North and Minstead Ward",E05004585
Bransgore and Burley,E05004586
Brockenhurst and Forest South East,E05004587
Buckland,E05004588
Butts Ash and Dibden Purlieu,E05004589
Dibden and Hythe East,E05004590
"Fawley, Blackfield and Langley Ward",E05004592
Fernhill,E05004593
Furzedown and Hardley,E05004596
Holbury and North Blackfield,E05004597
Hordle,E05004598
Hythe West and Langdown,E05004599
Lymington Town,E05004600
Lyndhurst,E05004601
Marchwood,E05004602
Milford,E05004603
Milton,E05004604
Pennington,E05004605
Ringwood East and Sopley,E05004606
Ringwood North,E05004607
Ringwood South,E05004608
Totton Central,E05004609
Totton East,E05004610
Totton North,E05004611
Totton South,E05004612
Totton West,E05004613
Abbey,E05004628
Alamein,E05004629
Ampfield and Braishfield,E05004630
Amport,E05004631
Anna,E05004632
Blackwater,E05004633
Bourne Valley,E05004634
Broughton and Stockbridge,E05004635
Charlton,E05004636
"Chilworth, Nursling and Rownhams Ward",E05004637
Cupernham,E05004638
Dun Valley,E05004639
Harewood,E05004640
Harroway,E05004641
Kings Somborne and Michelmersh,E05004642
Millway,E05004643
North Baddesley,E05004644
Over Wallop,E05004645
Penton Bellinger,E05004646
Romsey Extra,E05004647
St. Mary's,E05004648
Tadburn,E05004649
Valley Park,E05004650
Winton,E05004651
Bishops Waltham,E05004652
Boarhunt and Southwick,E05004653
Cheriton and Bishops Sutton,E05004654
Colden Common and Twyford,E05004655
Compton and Otterbourne,E05004656
Denmead,E05004657
"Droxford, Soberton and Hambledon Ward",E05004658
Itchen Valley,E05004659
Kings Worthy,E05004660
Littleton and Harestock,E05004661
Olivers Battery and Badger Farm,E05004662
Owslebury and Curdridge,E05004663
St. Barnabas,E05004664
St. Bartholomew,E05004665
St. John and All Saints,E05004666
St. Luke,E05004667
St. Michael,E05004668
St. Paul,E05004669
Shedfield,E05004670
Sparsholt,E05004671
Swanmore and Newtown,E05004672
The Alresfords,E05004673
Upper Meon Valley,E05004674
Whiteley,E05004675
Wickham,E05004676
Wonston and Micheldever,E05004677
Adeyfield East,E05004691
Adeyfield West,E05004692
Aldbury and Wigginton,E05004693
Apsley and Corner Hall,E05004694
Ashridge,E05004695
Bennetts End,E05004696
Berkhamsted Castle,E05004697
Berkhamsted East,E05004698
Berkhamsted West,E05004699
"Bovingdon, Flaunden and Chipperfield Ward",E05004700
Boxmoor,E05004701
Chaulden and Warners End,E05004702
Gadebridge,E05004703
Grovehill,E05004704
Hemel Hempstead Town,E05004705
Highfield,E05004706
Kings Langley,E05004707
Leverstock Green,E05004708
Nash Mills,E05004709
Northchurch,E05004710
Tring Central,E05004711
Tring East,E05004712
Tring West and Rural,E05004713
Watling,E05004714
Woodhall Farm,E05004715
Bishop's Stortford All Saints,E05004716
Bishop's Stortford Central,E05004717
Bishop's Stortford Meads,E05004718
Bishop's Stortford Silverleys,E05004719
Bishop's Stortford South,E05004720
Braughing,E05004721
Buntingford,E05004722
Datchworth & Aston,E05004723
Great Amwell,E05004724
Hertford Bengeo,E05004725
